,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
76806,STATE - MAHARASHTRA,Manufacture of beverages,1519,1318,201,429,371,58,1090,947,143,177,126,51,81,61,20,96,65,31,1696,6.557213930348259,22.65423406060606,82.20022463636361
76807,STATE - MAHARASHTRA,Manufacture of beverages,1519,1318,201,429,371,58,1090,947,143,177,126,51,81,61,20,96,65,31,1696,6.557213930348259,22.65423406060606,82.20022463636361
76808,STATE - MAHARASHTRA,"Distilling, rectifying and blending of spirits; ethyl alcohol production",128,115,13,47,44,3,81,71,10,6,6,0,6,6,0,0,0,0,134,8.846153846153847,22.65423406060606,82.20022463636361
76809,STATE - MAHARASHTRA,Manufacture of wines,218,193,25,92,82,10,126,111,15,22,19,3,10,7,3,12,12,0,240,7.72,22.65423406060606,82.20022463636361
76810,STATE - MAHARASHTRA,Manufacture of malt liquors and malt,173,148,25,73,68,5,100,80,20,24,15,9,17,15,2,7,0,7,197,5.92,22.65423406060606,82.20022463636361
76811,STATE - MAHARASHTRA,Manufacture of soft drinks; production of mineral waters and other,1000,862,138,217,177,40,783,685,98,125,86,39,48,33,15,77,53,24,1125,6.246376811594203,22.65423406060606,82.20022463636361
76812,STATE - MAHARASHTRA,Manufacture of tobacco products,17507,5056,12451,12791,3899,8892,4716,1157,3559,5003,1058,3945,4167,912,3255,836,146,690,22510,0.40607180146173,22.65423406060606,82.20022463636361
76813,STATE - MAHARASHTRA,Manufacture of tobacco products,17507,5056,12451,12791,3899,8892,4716,1157,3559,5003,1058,3945,4167,912,3255,836,146,690,22510,0.40607180146173,22.65423406060606,82.20022463636361
76814,STATE - MAHARASHTRA,Manufacture of tobacco products,17507,5056,12451,12791,3899,8892,4716,1157,3559,5003,1058,3945,4167,912,3255,836,146,690,22510,0.40607180146173,22.65423406060606,82.20022463636361
76815,STATE - MAHARASHTRA,Manufacture of textiles,26512,22593,3919,7454,6163,1291,19058,16430,2628,2796,1999,797,1071,760,311,1725,1239,486,29308,5.764991069150294,22.65423406060606,82.20022463636361
76816,STATE - MAHARASHTRA,"Spinning, weaving and finishing of textiles",20422,17721,2701,5846,5029,817,14576,12692,1884,2153,1585,568,729,518,211,1424,1067,357,22575,6.560903369122547,22.65423406060606,82.20022463636361
